,name,Total,Totalsize_1,Totalsize_2,Totalsize_3,Totalsize_4,Totalsize_5,Totalsize_6,Totalsize_7up
14000US41047002600,"Census Tract 26, Marion, OR",680.0,125.0,243.0,149.0,62.0,44.0,25.0,32.0
14000US41047002700,"Census Tract 27, Marion, OR",3265.0,543.0,1495.0,557.0,443.0,113.0,101.0,13.0
14000US41047002800,"Census Tract 28, Marion, OR",1519.0,401.0,498.0,257.0,200.0,125.0,26.0,12.0
14000US41047010100,"Census Tract 101, Marion, OR",471.0,69.0,167.0,96.0,87.0,27.0,13.0,12.0
14000US41047010201,"Census Tract 102.01, Marion, OR",997.0,227.0,425.0,127.0,129.0,46.0,29.0,14.0
14000US41047010202,"Census Tract 102.02, Marion, OR",2579.0,583.0,797.0,473.0,401.0,146.0,94.0,85.0
14000US41047010303,"Census Tract 103.03, Marion, OR",1273.0,157.0,336.0,207.0,248.0,149.0,74.0,102.0
14000US41047010304,"Census Tract 103.04, Marion, OR",1684.0,85.0,469.0,348.0,339.0,221.0,117.0,105.0
14000US41047010305,"Census Tract 103.05, Marion, OR",1235.0,172.0,325.0,265.0,97.0,202.0,76.0,98.0
14000US41047010306,"Census Tract 103.06, Marion, OR",2924.0,761.0,584.0,227.0,539.0,433.0,264.0,116.0
14000US41047010307,"Census Tract 103.07, Marion, OR",2525.0,822.0,1090.0,302.0,169.0,27.0,95.0,20.0
14000US41047010400,"Census Tract 104, Marion, OR",1694.0,442.0,647.0,212.0,168.0,148.0,77.0,0.0
14000US41047010501,"Census Tract 105.01, Marion, OR",2122.0,392.0,874.0,340.0,281.0,53.0,121.0,61.0
14000US41047010502,"Census Tract 105.02, Marion, OR",2488.0,651.0,862.0,449.0,291.0,189.0,24.0,22.0
14000US41047010503,"Census Tract 105.03, Marion, OR",1469.0,349.0,569.0,153.0,174.0,118.0,53.0,53.0
14000US41047010600,"Census Tract 106, Marion, OR",1020.0,282.0,477.0,174.0,50.0,37.0,0.0,0.0
14000US41047010701,"Census Tract 107.01, Marion, OR",2923.0,659.0,1083.0,294.0,454.0,315.0,42.0,76.0
14000US41047010702,"Census Tract 107.02, Marion, OR",2558.0,525.0,963.0,362.0,517.0,152.0,12.0,27.0
14000US41047010801,"Census Tract 108.01, Marion, OR",2120.0,434.0,756.0,347.0,218.0,240.0,108.0,17.0
14000US41047010802,"Census Tract 108.02, Marion, OR",2285.0,220.0,989.0,384.0,385.0,148.0,72.0,87.0
14000US41049970100,"Census Tract 9701, Morrow, OR",2780.0,476.0,817.0,551.0,401.0,246.0,200.0,89.0
14000US41049970200,"Census Tract 9702, Morrow, OR",1179.0,312.0,487.0,215.0,67.0,59.0,35.0,4.0
14000US41051000100,"Census Tract 1, Multnomah, OR",2866.0,843.0,1134.0,422.0,435.0,32.0,0.0,0.0
14000US41051000200,"Census Tract 2, Multnomah, OR",3101.0,1455.0,821.0,459.0,275.0,60.0,31.0,0.0
14000US41051000301,"Census Tract 3.01, Multnomah, OR",2132.0,903.0,734.0,167.0,241.0,55.0,14.0,18.0
14000US41051000302,"Census Tract 3.02, Multnomah, OR",2666.0,461.0,1042.0,424.0,564.0,140.0,14.0,21.0
14000US41051000401,"Census Tract 4.01, Multnomah, OR",1496.0,250.0,667.0,319.0,176.0,71.0,0.0,13.0
14000US41051000402,"Census Tract 4.02, Multnomah, OR",1425.0,418.0,473.0,242.0,243.0,38.0,0.0,11.0
14000US41051000501,"Census Tract 5.01, Multnomah, OR",1711.0,486.0,576.0,328.0,184.0,119.0,18.0,0.0
14000US41051000502,"Census Tract 5.02, Multnomah, OR",1958.0,511.0,634.0,433.0,211.0,70.0,71.0,28.0
14000US41051000601,"Census Tract 6.01, Multnomah, OR",1952.0,497.0,563.0,349.0,327.0,127.0,62.0,27.0
14000US41051000602,"Census Tract 6.02, Multnomah, OR",2073.0,504.0,537.0,362.0,261.0,275.0,42.0,92.0
14000US41051000701,"Census Tract 7.01, Multnomah, OR",2003.0,686.0,620.0,372.0,190.0,124.0,11.0,0.0
14000US41051000702,"Census Tract 7.02, Multnomah, OR",2009.0,660.0,588.0,332.0,248.0,101.0,63.0,17.0
14000US41051000801,"Census Tract 8.01, Multnomah, OR",2102.0,593.0,908.0,267.0,212.0,114.0,8.0,0.0
14000US41051000802,"Census Tract 8.02, Multnomah, OR",2140.0,606.0,916.0,332.0,170.0,70.0,46.0,0.0
14000US41051000901,"Census Tract 9.01, Multnomah, OR",2042.0,648.0,731.0,351.0,237.0,71.0,4.0,0.0
14000US41051000902,"Census Tract 9.02, Multnomah, OR",2108.0,570.0,920.0,404.0,171.0,11.0,0.0,32.0
14000US41051001000,"Census Tract 10, Multnomah, OR",2560.0,799.0,868.0,470.0,274.0,149.0,0.0,0.0
14000US41051001101,"Census Tract 11.01, Multnomah, OR",1539.0,1044.0,369.0,106.0,6.0,14.0,0.0,0.0
14000US41051001102,"Census Tract 11.02, Multnomah, OR",705.0,254.0,260.0,69.0,78.0,40.0,4.0,0.0
14000US41051001201,"Census Tract 12.01, Multnomah, OR",2703.0,1128.0,1103.0,369.0,66.0,37.0,0.0,0.0
14000US41051001202,"Census Tract 12.02, Multnomah, OR",1552.0,412.0,739.0,140.0,223.0,17.0,21.0,0.0
14000US41051001301,"Census Tract 13.01, Multnomah, OR",1906.0,685.0,708.0,298.0,215.0,0.0,0.0,0.0
14000US41051001302,"Census Tract 13.02, Multnomah, OR",1401.0,419.0,422.0,278.0,243.0,39.0,0.0,0.0
14000US41051001400,"Census Tract 14, Multnomah, OR",2480.0,679.0,1013.0,379.0,369.0,29.0,11.0,0.0
14000US41051001500,"Census Tract 15, Multnomah, OR",1372.0,248.0,531.0,340.0,180.0,59.0,14.0,0.0
14000US41051001601,"Census Tract 16.01, Multnomah, OR",2503.0,837.0,951.0,315.0,307.0,53.0,26.0,14.0
14000US41051001602,"Census Tract 16.02, Multnomah, OR",1779.0,468.0,619.0,377.0,207.0,48.0,60.0,0.0
14000US41051001701,"Census Tract 17.01, Multnomah, OR",2981.0,899.0,1236.0,315.0,308.0,52.0,171.0,0.0
14000US41051001702,"Census Tract 17.02, Multnomah, OR",1559.0,381.0,585.0,276.0,207.0,78.0,19.0,13.0
14000US41051001801,"Census Tract 18.01, Multnomah, OR",2142.0,896.0,657.0,416.0,101.0,52.0,20.0,0.0
14000US41051001802,"Census Tract 18.02, Multnomah, OR",1664.0,616.0,585.0,214.0,127.0,108.0,0.0,14.0
14000US41051001900,"Census Tract 19, Multnomah, OR",1972.0,478.0,593.0,378.0,428.0,86.0,9.0,0.0
14000US41051002000,"Census Tract 20, Multnomah, OR",3442.0,1577.0,1427.0,278.0,108.0,52.0,0.0,0.0
14000US41051002100,"Census Tract 21, Multnomah, OR",1481.0,823.0,404.0,170.0,68.0,7.0,9.0,0.0
14000US41051002203,"Census Tract 22.03, Multnomah, OR",1843.0,818.0,572.0,258.0,154.0,41.0,0.0,0.0
14000US41051002303,"Census Tract 23.03, Multnomah, OR",1509.0,953.0,382.0,126.0,31.0,17.0,0.0,0.0
14000US41051002401,"Census Tract 24.01, Multnomah, OR",1135.0,297.0,386.0,226.0,197.0,29.0,0.0,0.0
14000US41051002402,"Census Tract 24.02, Multnomah, OR",2002.0,1144.0,627.0,159.0,72.0,0.0,0.0,0.0
14000US41051002501,"Census Tract 25.01, Multnomah, OR",1722.0,259.0,660.0,318.0,363.0,102.0,10.0,10.0
14000US41051002502,"Census Tract 25.02, Multnomah, OR",2108.0,752.0,889.0,189.0,236.0,14.0,28.0,0.0
14000US41051002600,"Census Tract 26, Multnomah, OR",1076.0,174.0,440.0,134.0,267.0,42.0,19.0,0.0
14000US41051002701,"Census Tract 27.01, Multnomah, OR",1217.0,207.0,475.0,147.0,333.0,55.0,0.0,0.0
14000US41051002702,"Census Tract 27.02, Multnomah, OR",1694.0,919.0,432.0,139.0,118.0,53.0,6.0,27.0
14000US41051002801,"Census Tract 28.01, Multnomah, OR",1209.0,309.0,461.0,173.0,230.0,24.0,0.0,12.0
14000US41051002802,"Census Tract 28.02, Multnomah, OR",1357.0,399.0,437.0,195.0,286.0,40.0,0.0,0.0
14000US41051002901,"Census Tract 29.01, Multnomah, OR",1956.0,709.0,634.0,267.0,300.0,21.0,25.0,0.0
14000US41051002902,"Census Tract 29.02, Multnomah, OR",2475.0,732.0,964.0,501.0,186.0,27.0,14.0,51.0
14000US41051002903,"Census Tract 29.03, Multnomah, OR",2069.0,603.0,781.0,243.0,134.0,228.0,41.0,39.0
14000US41051003000,"Census Tract 30, Multnomah, OR",1925.0,404.0,750.0,346.0,355.0,56.0,14.0,0.0
14000US41051003100,"Census Tract 31, Multnomah, OR",1909.0,461.0,596.0,408.0,331.0,91.0,22.0,0.0
14000US41051003200,"Census Tract 32, Multnomah, OR",1758.0,439.0,642.0,339.0,271.0,37.0,30.0,0.0
14000US41051003301,"Census Tract 33.01, Multnomah, OR",1332.0,378.0,432.0,283.0,209.0,27.0,0.0,3.0
14000US41051003302,"Census Tract 33.02, Multnomah, OR",1339.0,407.0,479.0,195.0,129.0,123.0,6.0,0.0
14000US41051003401,"Census Tract 34.01, Multnomah, OR",1516.0,466.0,607.0,246.0,90.0,64.0,43.0,0.0
14000US41051003402,"Census Tract 34.02, Multnomah, OR",1765.0,598.0,638.0,340.0,143.0,37.0,6.0,3.0
14000US41051003501,"Census Tract 35.01, Multnomah, OR",1552.0,509.0,640.0,211.0,120.0,38.0,16.0,18.0
14000US41051003502,"Census Tract 35.02, Multnomah, OR",1043.0,300.0,421.0,151.0,145.0,17.0,0.0,9.0
14000US41051003601,"Census Tract 36.01, Multnomah, OR",2004.0,436.0,894.0,396.0,175.0,82.0,3.0,18.0
14000US41051003602,"Census Tract 36.02, Multnomah, OR",2472.0,598.0,851.0,419.0,485.0,85.0,10.0,24.0
14000US41051003603,"Census Tract 36.03, Multnomah, OR",651.0,164.0,308.0,88.0,61.0,16.0,14.0,0.0
14000US41051003701,"Census Tract 37.01, Multnomah, OR",1969.0,739.0,648.0,256.0,202.0,105.0,12.0,7.0
14000US41051003702,"Census Tract 37.02, Multnomah, OR",1042.0,365.0,274.0,199.0,99.0,60.0,37.0,8.0
14000US41051003801,"Census Tract 38.01, Multnomah, OR",1371.0,455.0,447.0,269.0,169.0,31.0,0.0,0.0
14000US41051003802,"Census Tract 38.02, Multnomah, OR",1410.0,343.0,531.0,269.0,182.0,70.0,0.0,15.0
14000US41051003803,"Census Tract 38.03, Multnomah, OR",1783.0,484.0,595.0,302.0,301.0,77.0,0.0,24.0
14000US41051003901,"Census Tract 39.01, Multnomah, OR",2885.0,669.0,1142.0,498.0,240.0,160.0,108.0,68.0
14000US41051003902,"Census Tract 39.02, Multnomah, OR",1351.0,279.0,532.0,212.0,276.0,34.0,18.0,0.0
14000US41051004001,"Census Tract 40.01, Multnomah, OR",2734.0,775.0,929.0,238.0,401.0,134.0,28.0,229.0
14000US41051004002,"Census Tract 40.02, Multnomah, OR",1729.0,433.0,579.0,288.0,279.0,96.0,36.0,18.0
14000US41051004101,"Census Tract 41.01, Multnomah, OR",2881.0,710.0,1082.0,399.0,429.0,200.0,34.0,27.0
14000US41051004102,"Census Tract 41.02, Multnomah, OR",2096.0,531.0,872.0,294.0,256.0,52.0,30.0,61.0
14000US41051004200,"Census Tract 42, Multnomah, OR",1910.0,769.0,656.0,138.0,172.0,148.0,27.0,0.0
14000US41051004300,"Census Tract 43, Multnomah, OR",446.0,113.0,202.0,66.0,57.0,7.0,1.0,0.0
14000US41051004500,"Census Tract 45, Multnomah, OR",1353.0,499.0,560.0,129.0,83.0,49.0,33.0,0.0
14000US41051004601,"Census Tract 46.01, Multnomah, OR",1495.0,497.0,626.0,188.0,153.0,20.0,11.0,0.0
14000US41051004602,"Census Tract 46.02, Multnomah, OR",885.0,228.0,330.0,107.0,177.0,43.0,0.0,0.0
14000US41051004700,"Census Tract 47, Multnomah, OR",2587.0,1410.0,756.0,243.0,114.0,64.0,0.0,0.0
14000US41051004800,"Census Tract 48, Multnomah, OR",2049.0,1242.0,705.0,86.0,16.0,0.0,0.0,0.0
14000US41051004900,"Census Tract 49, Multnomah, OR",2937.0,1876.0,889.0,43.0,110.0,19.0,0.0,0.0
14000US41051005000,"Census Tract 50, Multnomah, OR",2321.0,1465.0,776.0,50.0,22.0,8.0,0.0,0.0
14000US41051005100,"Census Tract 51, Multnomah, OR",5570.0,3778.0,1650.0,73.0,69.0,0.0,0.0,0.0
14000US41051005200,"Census Tract 52, Multnomah, OR",3137.0,2195.0,853.0,53.0,14.0,22.0,0.0,0.0
14000US41051005500,"Census Tract 55, Multnomah, OR",1687.0,953.0,525.0,138.0,28.0,25.0,0.0,18.0
14000US41051005600,"Census Tract 56, Multnomah, OR",2751.0,1676.0,665.0,107.0,303.0,0.0,0.0,0.0
14000US41051005700,"Census Tract 57, Multnomah, OR",2354.0,1326.0,846.0,126.0,16.0,25.0,0.0,15.0
14000US41051005800,"Census Tract 58, Multnomah, OR",2411.0,937.0,936.0,267.0,206.0,65.0,0.0,0.0
14000US41051005900,"Census Tract 59, Multnomah, OR",4830.0,2282.0,2015.0,382.0,117.0,0.0,0.0,34.0
14000US41051006001,"Census Tract 60.01, Multnomah, OR",738.0,255.0,303.0,88.0,87.0,1.0,0.0,4.0
14000US41051006002,"Census Tract 60.02, Multnomah, OR",961.0,294.0,304.0,136.0,176.0,45.0,5.0,1.0
14000US41051006100,"Census Tract 61, Multnomah, OR",1015.0,189.0,460.0,140.0,174.0,52.0,0.0,0.0
14000US41051006200,"Census Tract 62, Multnomah, OR",1269.0,299.0,533.0,209.0,176.0,25.0,27.0,0.0
14000US41051006300,"Census Tract 63, Multnomah, OR",1661.0,347.0,632.0,254.0,279.0,123.0,22.0,4.0
14000US41051006402,"Census Tract 64.02, Multnomah, OR",2107.0,319.0,727.0,479.0,452.0,85.0,40.0,5.0
14000US41051006403,"Census Tract 64.03, Multnomah, OR",1721.0,602.0,583.0,213.0,154.0,85.0,64.0,20.0
14000US41051006404,"Census Tract 64.04, Multnomah, OR",1720.0,564.0,607.0,317.0,203.0,20.0,0.0,9.0
14000US41051006501,"Census Tract 65.01, Multnomah, OR",2404.0,326.0,1104.0,521.0,315.0,70.0,68.0,0.0
14000US41051006502,"Census Tract 65.02, Multnomah, OR",2063.0,677.0,883.0,234.0,181.0,14.0,55.0,19.0
14000US41051006601,"Census Tract 66.01, Multnomah, OR",1108.0,290.0,489.0,102.0,212.0,15.0,0.0,0.0
14000US41051006602,"Census Tract 66.02, Multnomah, OR",2492.0,796.0,910.0,359.0,330.0,62.0,35.0,0.0
14000US41051006701,"Census Tract 67.01, Multnomah, OR",1373.0,459.0,435.0,228.0,182.0,69.0,0.0,0.0
14000US41051006702,"Census Tract 67.02, Multnomah, OR",1449.0,405.0,465.0,292.0,174.0,113.0,0.0,0.0
14000US41051006801,"Census Tract 68.01, Multnomah, OR",1108.0,400.0,351.0,156.0,168.0,33.0,0.0,0.0
14000US41051006802,"Census Tract 68.02, Multnomah, OR",1454.0,365.0,490.0,311.0,198.0,72.0,18.0,0.0
14000US41051006900,"Census Tract 69, Multnomah, OR",1149.0,205.0,541.0,194.0,149.0,60.0,0.0,0.0
14000US41051007000,"Census Tract 70, Multnomah, OR",3168.0,762.0,1111.0,419.0,623.0,195.0,32.0,26.0
14000US41051007100,"Census Tract 71, Multnomah, OR",1095.0,331.0,384.0,195.0,143.0,30.0,12.0,0.0
14000US41051007201,"Census Tract 72.01, Multnomah, OR",1181.0,522.0,470.0,74.0,30.0,50.0,35.0,0.0
14000US41051007202,"Census Tract 72.02, Multnomah, OR",1222.0,343.0,331.0,287.0,133.0,78.0,38.0,12.0
14000US41051007300,"Census Tract 73, Multnomah, OR",188.0,89.0,45.0,5.0,36.0,7.0,0.0,6.0
14000US41051007400,"Census Tract 74, Multnomah, OR",1396.0,331.0,397.0,177.0,256.0,115.0,19.0,101.0
14000US41051007500,"Census Tract 75, Multnomah, OR",1782.0,402.0,503.0,417.0,222.0,162.0,8.0,68.0
14000US41051007600,"Census Tract 76, Multnomah, OR",1328.0,431.0,470.0,198.0,58.0,65.0,87.0,19.0
14000US41051007700,"Census Tract 77, Multnomah, OR",804.0,221.0,247.0,184.0,54.0,38.0,10.0,50.0
14000US41051007800,"Census Tract 78, Multnomah, OR",785.0,155.0,276.0,158.0,90.0,61.0,17.0,28.0
14000US41051007900,"Census Tract 79, Multnomah, OR",1817.0,531.0,607.0,378.0,179.0,83.0,12.0,27.0
14000US41051008001,"Census Tract 80.01, Multnomah, OR",1352.0,429.0,534.0,205.0,97.0,85.0,2.0,0.0
14000US41051008002,"Census Tract 80.02, Multnomah, OR",1136.0,360.0,252.0,200.0,155.0,122.0,20.0,27.0
14000US41051008100,"Census Tract 81, Multnomah, OR",3116.0,1098.0,921.0,466.0,249.0,229.0,108.0,45.0
14000US41051008201,"Census Tract 82.01, Multnomah, OR",1308.0,515.0,386.0,184.0,183.0,40.0,0.0,0.0
14000US41051008202,"Census Tract 82.02, Multnomah, OR",3114.0,1031.0,761.0,480.0,491.0,134.0,179.0,38.0
14000US41051008301,"Census Tract 83.01, Multnomah, OR",1657.0,483.0,535.0,259.0,261.0,59.0,38.0,22.0
14000US41051008302,"Census Tract 83.02, Multnomah, OR",1497.0,399.0,415.0,242.0,182.0,124.0,112.0,23.0
14000US41051008400,"Census Tract 84, Multnomah, OR",1586.0,475.0,507.0,254.0,132.0,101.0,57.0,60.0
14000US41051008500,"Census Tract 85, Multnomah, OR",1576.0,301.0,589.0,239.0,210.0,74.0,87.0,76.0
14000US41051008600,"Census Tract 86, Multnomah, OR",1562.0,469.0,530.0,230.0,101.0,139.0,21.0,72.0
14000US41051008700,"Census Tract 87, Multnomah, OR",1793.0,412.0,634.0,327.0,270.0,40.0,54.0,56.0
14000US41051008800,"Census Tract 88, Multnomah, OR",1620.0,417.0,545.0,372.0,183.0,68.0,23.0,12.0
14000US41051008901,"Census Tract 89.01, Multnomah, OR",3177.0,581.0,1044.0,410.0,440.0,373.0,224.0,105.0
14000US41051008902,"Census Tract 89.02, Multnomah, OR",1472.0,344.0,519.0,354.0,168.0,65.0,12.0,10.0
14000US41051009000,"Census Tract 90, Multnomah, OR",3405.0,721.0,728.0,680.0,578.0,414.0,165.0,119.0
14000US41051009101,"Census Tract 91.01, Multnomah, OR",2026.0,556.0,672.0,299.0,258.0,123.0,89.0,29.0
14000US41051009102,"Census Tract 91.02, Multnomah, OR",2278.0,603.0,699.0,404.0,196.0,258.0,30.0,88.0
14000US41051009201,"Census Tract 92.01, Multnomah, OR",2907.0,708.0,971.0,550.0,240.0,230.0,153.0,55.0
14000US41051009202,"Census Tract 92.02, Multnomah, OR",1724.0,459.0,428.0,318.0,156.0,173.0,105.0,85.0
14000US41051009301,"Census Tract 93.01, Multnomah, OR",2286.0,644.0,490.0,467.0,284.0,255.0,74.0,72.0
14000US41051009302,"Census Tract 93.02, Multnomah, OR",1752.0,644.0,518.0,197.0,141.0,85.0,58.0,109.0
14000US41051009400,"Census Tract 94, Multnomah, OR",2744.0,845.0,1034.0,438.0,241.0,146.0,15.0,25.0
14000US41051009501,"Census Tract 95.01, Multnomah, OR",1895.0,536.0,660.0,341.0,251.0,63.0,44.0,0.0
14000US41051009502,"Census Tract 95.02, Multnomah, OR",1597.0,460.0,636.0,174.0,278.0,15.0,34.0,0.0
14000US41051009603,"Census Tract 96.03, Multnomah, OR",1281.0,370.0,329.0,203.0,139.0,100.0,95.0,45.0
14000US41051009604,"Census Tract 96.04, Multnomah, OR",1910.0,484.0,677.0,234.0,320.0,89.0,43.0,63.0
14000US41051009605,"Census Tract 96.05, Multnomah, OR",2239.0,808.0,679.0,377.0,217.0,97.0,8.0,53.0
14000US41051009606,"Census Tract 96.06, Multnomah, OR",2020.0,620.0,413.0,329.0,281.0,207.0,141.0,29.0
14000US41051009701,"Census Tract 97.01, Multnomah, OR",2159.0,502.0,761.0,375.0,220.0,219.0,74.0,8.0
14000US41051009702,"Census Tract 97.02, Multnomah, OR",2640.0,491.0,678.0,483.0,359.0,416.0,184.0,29.0
14000US41051009801,"Census Tract 98.01, Multnomah, OR",1482.0,332.0,552.0,254.0,96.0,50.0,120.0,78.0
14000US41051009803,"Census Tract 98.03, Multnomah, OR",2651.0,683.0,833.0,304.0,331.0,377.0,34.0,89.0
14000US41051009804,"Census Tract 98.04, Multnomah, OR",1137.0,287.0,311.0,222.0,146.0,114.0,21.0,36.0
14000US41051009903,"Census Tract 99.03, Multnomah, OR",2281.0,433.0,884.0,274.0,317.0,202.0,129.0,42.0
14000US41051009904,"Census Tract 99.04, Multnomah, OR",1346.0,367.0,334.0,274.0,194.0,48.0,98.0,31.0
14000US41051009905,"Census Tract 99.05, Multnomah, OR",1207.0,257.0,388.0,195.0,214.0,110.0,21.0,22.0
14000US41051009906,"Census Tract 99.06, Multnomah, OR",1296.0,300.0,482.0,247.0,142.0,46.0,50.0,29.0
14000US41051009907,"Census Tract 99.07, Multnomah, OR",1992.0,450.0,710.0,268.0,364.0,143.0,50.0,7.0
14000US41051010001,"Census Tract 100.01, Multnomah, OR",2475.0,908.0,910.0,236.0,117.0,150.0,98.0,56.0
14000US41051010002,"Census Tract 100.02, Multnomah, OR",1964.0,571.0,432.0,370.0,358.0,164.0,63.0,6.0
14000US41051010100,"Census Tract 101, Multnomah, OR",3664.0,1295.0,1213.0,538.0,263.0,272.0,42.0,41.0
14000US41051010200,"Census Tract 102, Multnomah, OR",2401.0,535.0,920.0,274.0,492.0,165.0,15.0,0.0
14000US41051010303,"Census Tract 103.03, Multnomah, OR",2106.0,709.0,461.0,298.0,360.0,182.0,63.0,33.0
14000US41051010304,"Census Tract 103.04, Multnomah, OR",1266.0,163.0,452.0,230.0,141.0,161.0,43.0,76.0
14000US41051010305,"Census Tract 103.05, Multnomah, OR",1518.0,208.0,597.0,267.0,306.0,106.0,23.0,11.0
14000US41051010306,"Census Tract 103.06, Multnomah, OR",1691.0,268.0,555.0,316.0,322.0,187.0,0.0,43.0
14000US41051010402,"Census Tract 104.02, Multnomah, OR",2238.0,380.0,710.0,316.0,437.0,222.0,119.0,54.0
14000US41051010405,"Census Tract 104.05, Multnomah, OR",2404.0,802.0,702.0,415.0,248.0,64.0,173.0,0.0
14000US41051010407,"Census Tract 104.07, Multnomah, OR",1917.0,372.0,571.0,373.0,275.0,233.0,71.0,22.0
14000US41051010408,"Census Tract 104.08, Multnomah, OR",2025.0,495.0,590.0,288.0,314.0,206.0,99.0,33.0
14000US41051010409,"Census Tract 104.09, Multnomah, OR",2865.0,485.0,985.0,466.0,551.0,191.0,146.0,41.0
14000US41051010410,"Census Tract 104.10, Multnomah, OR",1704.0,468.0,649.0,281.0,132.0,130.0,23.0,21.0
14000US41051010411,"Census Tract 104.11, Multnomah, OR",1266.0,366.0,431.0,146.0,216.0,46.0,36.0,25.0
14000US41051010500,"Census Tract 105, Multnomah, OR",1468.0,385.0,570.0,163.0,268.0,0.0,52.0,30.0
14000US41051010600,"Census Tract 106, Multnomah, OR",2080.0,1727.0,334.0,19.0,0.0,0.0,0.0,0.0
14000US41051980000,"Census Tract 9800, Multnomah, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US41053005100,"Census Tract 51, Polk, OR",882.0,241.0,250.0,135.0,203.0,44.0,0.0,9.0
14000US41053005201,"Census Tract 52.01, Polk, OR",3455.0,966.0,1137.0,468.0,400.0,240.0,156.0,88.0
14000US41053005202,"Census Tract 52.02, Polk, OR",3814.0,1077.0,1214.0,575.0,578.0,234.0,74.0,62.0
14000US41053005300,"Census Tract 53, Polk, OR",3670.0,710.0,1748.0,351.0,479.0,215.0,153.0,14.0
14000US41053020202,"Census Tract 202.02, Polk, OR",2761.0,610.0,1210.0,570.0,295.0,76.0,0.0,0.0
14000US41053020203,"Census Tract 202.03, Polk, OR",1082.0,341.0,319.0,231.0,64.0,89.0,38.0,0.0
14000US41053020204,"Census Tract 202.04, Polk, OR",1833.0,349.0,788.0,177.0,324.0,130.0,60.0,5.0
14000US41053020302,"Census Tract 203.02, Polk, OR",3359.0,573.0,1057.0,748.0,372.0,383.0,209.0,17.0
14000US41053020303,"Census Tract 203.03, Polk, OR",1457.0,466.0,457.0,308.0,133.0,42.0,18.0,33.0
14000US41053020304,"Census Tract 203.04, Polk, OR",2611.0,590.0,1010.0,381.0,424.0,193.0,13.0,0.0
14000US41053020400,"Census Tract 204, Polk, OR",2318.0,427.0,1096.0,308.0,218.0,101.0,121.0,47.0
14000US41053020500,"Census Tract 205, Polk, OR",2450.0,612.0,953.0,290.0,264.0,179.0,125.0,27.0
14000US41055950100,"Census Tract 9501, Sherman, OR",736.0,228.0,341.0,76.0,54.0,28.0,9.0,0.0
14000US41057960100,"Census Tract 9601, Tillamook, OR",1607.0,685.0,693.0,85.0,38.0,35.0,35.0,36.0
14000US41057960200,"Census Tract 9602, Tillamook, OR",1048.0,330.0,448.0,161.0,67.0,29.0,11.0,2.0
14000US41057960300,"Census Tract 9603, Tillamook, OR",1058.0,214.0,479.0,193.0,121.0,25.0,17.0,9.0
14000US41057960400,"Census Tract 9604, Tillamook, OR",3047.0,670.0,1129.0,480.0,415.0,224.0,102.0,27.0
14000US41057960500,"Census Tract 9605, Tillamook, OR",886.0,293.0,333.0,124.0,99.0,34.0,3.0,0.0
14000US41057960600,"Census Tract 9606, Tillamook, OR",986.0,322.0,434.0,71.0,97.0,34.0,25.0,3.0
14000US41057960700,"Census Tract 9607, Tillamook, OR",945.0,382.0,312.0,85.0,100.0,38.0,0.0,28.0
14000US41057960800,"Census Tract 9608, Tillamook, OR",1239.0,380.0,597.0,99.0,36.0,53.0,22.0,52.0
14000US41057990100,"Census Tract 9901, Tillamook, OR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14000US41059940000,"Census Tract 9400, Umatilla, OR",1010.0,224.0,380.0,147.0,116.0,69.0,43.0,31.0
14000US41059950100,"Census Tract 9501, Umatilla, OR",1647.0,395.0,758.0,217.0,98.0,157.0,21.0,1.0
14000US41059950200,"Census Tract 9502, Umatilla, OR",2636.0,786.0,675.0,246.0,461.0,191.0,140.0,137.0
14000US41059950300,"Census Tract 9503, Umatilla, OR",1118.0,236.0,471.0,164.0,135.0,52.0,10.0,50.0
14000US41059950400,"Census Tract 9504, Umatilla, OR",1725.0,511.0,543.0,345.0,186.0,120.0,14.0,6.0
14000US41059950500,"Census Tract 9505, Umatilla, OR",1789.0,448.0,614.0,314.0,254.0,93.0,39.0,27.0
14000US41059950600,"Census Tract 9506, Umatilla, OR",2343.0,826.0,868.0,233.0,231.0,76.0,98.0,11.0
14000US41059950700,"Census Tract 9507, Umatilla, OR",979.0,301.0,317.0,167.0,89.0,28.0,31.0,46.0
14000US41059950800,"Census Tract 9508, Umatilla, OR",2086.0,523.0,590.0,469.0,142.0,250.0,30.0,82.0
14000US41059950900,"Census Tract 9509, Umatilla, OR",1605.0,346.0,490.0,233.0,286.0,166.0,19.0,65.0
14000US41059951000,"Census Tract 9510, Umatilla, OR",2388.0,821.0,579.0,202.0,475.0,61.0,209.0,41.0
14000US41059951100,"Census Tract 9511, Umatilla, OR",2064.0,377.0,833.0,328.0,233.0,140.0,123.0,30.0
14000US41059951200,"Census Tract 9512, Umatilla, OR",3157.0,706.0,923.0,648.0,505.0,212.0,82.0,81.0
14000US41059951300,"Census Tract 9513, Umatilla, OR",1420.0,208.0,572.0,203.0,196.0,146.0,76.0,19.0
14000US41059951400,"Census Tract 9514, Umatilla, OR",919.0,257.0,336.0,154.0,103.0,42.0,1.0,26.0
14000US41061970100,"Census Tract 9701, Union, OR",1324.0,357.0,600.0,167.0,80.0,68.0,34.0,18.0
